Date Reported,Incident Site,JIV Date,Terrain,Cause,Estimated Spill Volume (bbl),Recovered Spill Volume (bbl),Clean-up Status,Comments,Photo,JIV Report
"Jun 17, 2020","8"" Nkali - Imo River Pipeline at Odagwa","May 18, 2020",Land,Sabotage,8.0,,"Spill was contained on 17 May 2020, no recoverable oil found, assessment completed on 11 Feb 2021, clean-up and remediation not required, site certified on 15 Jul 2021, documentation planned to be completed in Mar 2022",-,Download,Download
"Jun 19, 2020","14"" Okordia-Rumuekpe Pipeline at Ula-Okobo","Jun 19, 2020",Swamp,Sabotage,13.0,,"No recoverable oil found, assessment completed on 25 Aug 2022, clean-up and remediation not required, site certification planned to be completed in Mar 2023",-,Download,Download
"Jun 24, 2020",4'' Soku Well 23S Flowline at Ekineama2-Bush bar,"Aug 19, 2020",Swamp,Operational,0.2,,"No recoverable oil found, assessment completed on 02 Jan 2021, clean-up and remediation not required, site certified on 04 Mar 2022, documentation completed on 31 May 2022",-,Download,Download
"Jun 28, 2020",4'' Imo River2 - Imo River1 Bulkline at Odagwa,"Jun 30, 2020",Land,Sabotage,0.2,,"No recoverable oil found, assessment completed on 17 Feb 2021, clean-up and remediation not required, site certified on 07 Jul 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Jun 30, 2020",12'' ImoRiver - Ogale Pipeline at Umuololo,"Jul 01, 2020",Land,Sabotage,1.0,,"No recoverable oil found, assessment completed on 22 Feb 2021, clean-up and remediation completed on 30 Dec 2021, site certification planned to be completed in Dec 2022",-,Download,Download
"Jun 30, 2020",12'' ImoRiver 2 - Ogale Pipeline at Umuololo,"Jul 01, 2020",Land,Sabotage,2.0,,"No recoverable oil found, assessment completed on 28 Dec 2020, clean-up and remediation completed on 21 Dec 2021, site certified on 21 Dec 2022, documentation planned to be completed in Apr 2023",-,Download,Download
"Jun 30, 2020",12'' ImoRiver 2 - Ogale Pipeline at Okohia,"Jul 02, 2020",Land,Sabotage,46.0,44.0,"Recovery completed on 02 Jul 2020, assessment completed on 02 Jan 2021, clean-up and remediation not required, site certified on 18 Mar 2022, documentation completed on 30 Jun 2022",-,Download,Download
"Jul 01, 2020","20"" Kolocreek - Rumuekpe Pipeline at Owerewere","Jul 05, 2020",Land,Sabotage,24.0,,"Recovery completed on 03 Dec 2020, assessment completed on 22 Sep 2021, clean-up and remediation not required, site certified on 24 May 2022, documentation completed on 26 May 2022",-,Download,Download
"Jul 01, 2020",8'' Seibou - Ajatiton Bulkline at Agbidiama,"Jul 02, 2020",Swamp,Sabotage,144.0,,"No recoverable oil found, assessment completed on 15 Feb 2022, clean-up and remediation planned to be completed in Mar 2023",-,Download,Download
"Jul 02, 2020",12'' ImoRiver 1 - Ogale Pipeline at Umuololo,"Jul 03, 2020",Land,Sabotage,7.0,,"No recoverable oil found, assessment completed on 22 Feb 2021, clean-up and remediation completed on 30 Dec 2021, site certification planned to be completed in Mar 2023",-,Download,Download
"Jul 06, 2020","18"" Assa - Rumuekpe Pipeline at Egbeda","Jul 07, 2020",Land,Sabotage,186.0,,"Recovery completed on 08 Jul 2020, assessment completed on 23 Nov 2022, clean-up and remediation not required, site certification planned to be completed in Mar 2023",-,Download,Download
"Jul 07, 2020","28"" Nkpoku -Bomu Pipeline at Rumuewhara","Jul 07, 2020",Land,Sabotage,258.0,,"Recovery completed on 10 Jul 2020, assessment completed on 14 Dec 2020, clean-up and remediation completed on 24 Nov 2021, site certified on 24 May 2022, documentation completed on 26 May 2022",-,Download,Download
"Jul 11, 2020","14"" Okordia-Rumuekpe Pipeline at Ukpeliede","Jul 13, 2020",Land,Sabotage,304.0,,"No recoverable oil found, assessment completed on 01 Mar 2023, clean-up and remediation not required, site certification planned to be completed in Jun 2023",-,Download,Download
"Jul 11, 2020","18"" Assa - Rumuekpe Pipeline at Awara","Jul 13, 2020",Land,Sabotage,12.0,,"No recoverable oil found, assessment completed on 15 Feb 2022, clean-up and remediation not required, site certified on 02 Sep 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Jul 12, 2020","8"" Nkali - Ogale Pipeline at Odagwa","Jul 14, 2020",Land,Sabotage,1.0,,"Recovery completed on 16 Jul 2020, assessment completed on 02 Feb 2022, clean-up and remediation not required, site certified on 07 Jul 2022, documentation planned to be completed in Sep 2022",-,Download,Download
"Jul 13, 2020","12"" Oguta - Assa Pipeline at Opuoma","Jul 15, 2020",Land,Sabotage,51.0,,"Recovery completed on 26 Aug 2020, assessment completed on 05 Jan 2021, clean-up and remediation not required, site certified on 18 Mar 2022, documentation planned to be completed in Apr 2022",-,Download,Download
"Jul 17, 2020","14"" Okordia-Rumuekpe Pipeline at Idu-Ekpeye","Jul 18, 2020",Land,Sabotage,10.0,,"No recoverable oil found, assessment completed on 20 Apr 2022, clean-up and remediation not required, site certified on 21 Dec 2022, documentation planned to be completed in May 2023",-,Download,Download
"Jul 21, 2020",8” Nkali - Imo River2 Pipeline at Odagwa,"Jul 22, 2020",Land,Sabotage,2.0,,"No recoverable oil found, assessment completed on 17 Feb 2021, clean-up and remediation not required, site certified on 04 Mar 2022, documentation completed on 30 Sep 2022",-,Download,Download
"Jul 27, 2020",4'' ImoRiver Well 32L Flowline at Igiriukwu-Owaza,"Jul 30, 2020",Land,Sabotage,0.6,,"No recoverable oil found, assessment completed on 19 Feb 2021, clean-up and remediation completed on 13 Aug 2021, site certification planned to be completed in Jun 2022",-,Download,Download
"Jul 28, 2020","24"" Trans Escravos Pipieline at Ogidigben","Sep 01, 2020",Swamp,Sabotage,65.0,,"No recoverable oil found, assessment completed on 08 Jun 2022, clean-up and remediation not required, site certification planned to be completed in Dec 2022",-,Download,Download
"Jul 30, 2020","14"" Okordia - Rumuekpe Pipeline at Edeoha","Aug 01, 2020",Land,Sabotage,390.0,362.0,"Recovery completed on 30 Aug 2020, assessment completed on 12 Feb 2021, clean-up and remediation completed on 13 May 2022, site certified on 02 Sep 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Aug 01, 2020","14"" Okordia – Rumuekpe Pipeline at Edeoha","Aug 01, 2020",Land,Sabotage,44.0,40.0,"Recovery completed on 14 Aug 2020, assessment completed on 10 Oct 2021, clean-up and remediation not required, site certified on 17 Oct 2022, documentation completed on 21 Oct 2022",-,Download,Download
"Aug 03, 2020","12"" Imo River2 - Ogale Pipeline at Umuololo","Aug 04, 2020",Land,Sabotage,75.0,60.0,"Recovery completed on 04 Aug 2020, assessment completed on 20 Jan 2021, clean-up and remediation completed on 30 Dec 2021, site certification planned to be completed in Mar 2023",-,Download,Download
"Aug 06, 2020",6'' Imo River Well 59T Flowline at Igiriukwu-Owaza,"Aug 08, 2020",Land,Sabotage,5.0,,"No recoverable oil found, assessment completed on 13 Jan 2021, clean-up and remediation completed on 05 Aug 2021, site certified on 21 Dec 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Aug 08, 2020",24'' Nkpoku - Bomu Pipeline at Egbalor,"Aug 10, 2020",Land,Sabotage,42.0,20.0,"Recovery completed on 10 Aug 2020, assessment completed on 02 Aug 2021, clean-up and remediation completed on 22 Jun 2022, site certified on 26 Jul 2022, documentation completed on 12 Aug 2022",-,Download,Download
"Aug 12, 2020",14” Okordia-Rumekpe Pipeline at Ula-Ikata,"Aug 14, 2020",Land,Sabotage,272.0,272.0,"Recovery completed on 08 Sep 2020, assessment completed on 04 Mar 2021, clean-up and remediation completed on 07 Apr 2022, site certified on 17 Oct 2022, documentation completed on 21 Oct 2022",-,Download,Download
"Aug 12, 2020",4'' Benisede Well 16T Flowline at Ojobo,"Sep 11, 2020",Swamp,Sabotage,0.01,,"No recoverable oil found, assessment completed on 26 Jun 2021, clean-up and remediation not required, site certified on 16 Jan 2023, documentation planned to be completed in Jun 2023",-,Download,Download
"Aug 12, 2020",4'' Imo River2 - Imo River1 Bulkline at Igiriukwu -Isietitioha - Owaza,"Aug 15, 2020",Land,Sabotage,0.5,,"No recoverable oil found, assessment completed on 17 Feb 2021, clean-up and remediation completed on 06 Aug 2022, site certified on 07 Nov 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Aug 15, 2020","12"" Imo River1 - Ogale Pipeline at Okohia","Aug 17, 2020",Land,Sabotage,81.0,,"Recovery completed on 19 Aug 2020, assessment completed on 07 Sep 2020, clean-up and remediation completed on 05 Aug 2021, site certified on 21 Dec 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Aug 21, 2020",4'' Imo River1 Well 36S Flowline at Isietitioha,"Aug 25, 2020",Land,Sabotage,0.1,,"No recoverable oil found, assessment completed on 18 Feb 2021, clean-up and remediation not required, site certified on 18 Mar 2022, documentation completed on 09 Aug 2022",-,Download,Download
"Aug 22, 2020",20'' Kolocreek - Rumuekpe Pipeline at Ihuowo,"Aug 24, 2020",Land,Sabotage,205.0,147.0,"Recovery completed on 10 Jan 2021, assessment completed on 27 Oct 2022, clean-up and remediation not required, site certification planned to be completed in Jun 2023",-,Download,Download
"Aug 23, 2020",12'' Imo River2 - Ogale Pipeline at Igiriukwu -Isietitioha - Owaza,"Aug 26, 2020",Land,Sabotage,4.0,,"No recoverable oil found, assessment completed on 15 Dec 2022, clean-up and remediation not required, site certification planned to be completed in Jun 2023",-,Download,Download
"Aug 28, 2020",28'' Bomu - Bonny Pipeline at Owokiri,"Aug 30, 2020",Swamp,Sabotage,2.0,,"No recoverable oil found, assessment completed on 30 Jun 2021, clean-up and remediation not required, site certified on 04 Apr 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Aug 31, 2020",12'' Imo River1 - Ogale Pipeline at Ogale,"Sep 03, 2020",Land,Sabotage,2.0,,"No recoverable oil found, assessment completed on 08 Jul 2021, clean-up and remediation completed on 04 Mar 2022, site certified on 26 Jul 2022, documentation completed on 10 Aug 2022",-,Download,Download
"Sep 01, 2020","24"" Nkpoku-Bomu Pipeline at Agbeta","Sep 02, 2020",Land,Sabotage,2.0,1.0,"Recovery completed on 02 Sep 2020, assessment completed on 14 May 2021, clean-up and remediation completed on 25 Aug 2022, site certified on 17 Oct 2022, documentation completed on 11 Nov 2022",-,Download,Download
"Sep 03, 2020","12"" ImoRiver2 - Ogale Pipeline at Odagwa","Sep 05, 2020",Land,Sabotage,8.0,5.0,"Recovery completed on 05 Sep 2020, assessment completed on 24 Nov 2022, clean-up and remediation not required, site certification planned to be completed in Mar 2023",-,Download,Download
"Sep 03, 2020","28"" Nkpoku-Bomu Pipeline at Ejamah","Sep 04, 2020",Land,Sabotage,3.0,,"No recoverable oil found, assessment completed on 23 Apr 2021, clean-up and remediation planned to be completed in Nov 2022",-,Download,Download
"Sep 07, 2020","12"" Imo River2 - Ogale Pipeline at Umuololo","Sep 09, 2020",Land,Sabotage,61.0,45.0,"Recovery completed on 18 Sep 2020, assessment completed on 03 Dec 2020, clean-up and remediation planned to be completed in Dec 2022",-,Download,Download
"Sep 08, 2020","8"" Agbada 2-Nkpoku Pipeline at Omuohia-Igwuruta","Sep 09, 2020",Land,Other,0.7,,"No recoverable oil found, assessment completed on 22 Feb 2022, clean-up and remediation not required, site certified on 07 Jul 2022, documentation planned to be completed in Sep 2022",-,Download,Download
"Sep 09, 2020",Otamiri Well 7S Flowline at Umuechem,"Sep 11, 2020",Land,Sabotage,0.3,,"Spill was contained on 11 Sep 2020, no recoverable oil found, assessment completed on 19 Feb 2021, clean-up and remediation completed on 05 Aug 2021, site certified on 07 Jul 2022, documentation planned to be completed in Sep 2022",-,Download,Download
"Sep 11, 2020",Imo River1 Well 44S Flowline Igiriukwu-Isietitioha,"Sep 15, 2020",Land,Sabotage,0.1,,"No recoverable oil found, assessment completed on 15 Feb 2021, clean-up and remediation not required, site certified on 18 Mar 2022, documentation completed on 31 May 2022",-,Download,Download
"Sep 11, 2020","8"" Isimiri - Imo River Gate Pipeline at Umuelechi","Sep 13, 2020",Land,Sabotage,37.0,23.0,"Recovery completed on 20 Sep 2020, assessment completed on 08 Mar 2021, clean-up and remediation not required, site certified on 24 May 2022, documentation completed on 26 May 2022",-,Download,Download
"Sep 12, 2020",Ubie Flow station saver pit at Idu-Ekpeye,"Sep 17, 2020",Land,Operational,5.0,,"No recoverable oil found, assessment completed on 15 Jan 2021, clean-up and remediation completed on 25 Aug 2022, site certified on 21 Dec 2022, documentation planned to be completed in Mar 2023",‘’Delay in JIV was as a result of transportation issues for JIT occasioned by a protest at the IA main gate/COVID19 protocols and restrictions.’’,Download,Download
"Sep 18, 2020","8"" Nkali - Imo River2 Pipeline at Muanyimochi-Odagwa","Sep 19, 2020",Land,Sabotage,2.0,,"No recoverable oil found, assessment completed on 18 Sep 2021, clean-up and remediation not required, site certified on 07 Jul 2022, documentation completed on 15 Sep 2022",-,Download,Download
"Sep 25, 2020","16"" Egbema-Assa Pipeline at Ekpeagah","Sep 27, 2020",Land,Sabotage,18.0,8.0,"Recovery completed on 07 Oct 2020, assessment completed on 16 Aug 2021, clean-up and remediation completed on 30 Jun 2022, site certification planned to be completed in Mar 2023",-,Download,Download
"Oct 01, 2020","20"" KoloCreek-Rumukpe Pipeline at Ihuowo","Oct 03, 2020",Land,Sabotage,84.0,73.0,"Recovery completed on 01 Feb 2021, assessment completed on 27 Oct 2022, clean-up and remediation not required, site certification planned to be completed in Jun 2023",-,Download,Download
"Oct 04, 2020","8"" Nkali -ImoRiver2 Pipeline at Nkali","Oct 06, 2020",Land,Sabotage,4.0,,"No recoverable oil found, assessment completed on 17 Feb 2021, clean-up and remediation not required, site certified on 15 Jul 2021, documentation planned to be completed in Mar 2022",-,Download,Download
"Oct 13, 2020","14"" Okordia - Rumuekpe Pipeline at Akara-Olu","Oct 14, 2020",Land,Sabotage,67.0,60.0,"Recovery completed on 11 Jan 2021, assessment completed on 02 Aug 2021, clean-up and remediation planned to be completed in Dec 2022",-,Download,Download
"Oct 23, 2020","4"" Yokri well 127 T flowline at Yokri","Nov 03, 2020",Land,Operational,1.0,,"No recoverable oil found, assessment completed on 14 Apr 2021, clean-up and remediation not required, site certified on 02 Dec 2021, documentation planned to be completed in Mar 2022","Delay in JIV was as a result of insecurity, occasioned by #ENDSARS protest.",Download,Download
"Oct 26, 2020",6'' Escravos Well13S Flowline at Ogidigben,"Nov 16, 2020",Swamp,Operational,11.0,0.0,"Recovery completed on 16 Nov 2020, assessment planned to be completed in Mar 2023",-,Download,Download
"Oct 29, 2020",12'' Imo River2 - Ogale Pipeline at Igiriukwu -Isietitioha - Owaza,"Nov 01, 2020",Land,Sabotage,202.0,62.0,"Recovery completed on 11 Dec 2020, assessment completed on 15 Dec 2022, clean-up and remediation not required, site certification planned to be completed in Apr 2023",-,Download,Download
"Oct 31, 2020",3'' Nun River Well 11L Flowline at Oporoma,"Nov 13, 2020",Land,Operational,0.1,,"Spill was contained on 30 Oct 2020, no recoverable oil found, assessment completed on 13 Nov 2020, clean-up and remediation not required, site certified on 23 Mar 2022, documentation completed on 31 May 2022",-,Download,Download
"Nov 01, 2020",Soku well 14 L at Soku,"Nov 09, 2020",Swamp,Operational,0.1,,"No recoverable oil found, assessment completed on 09 Nov 2020, clean-up and remediation not required, site certified on 07 Jul 2022, documentation completed on 31 Aug 2022",-,Download,Download
"Nov 02, 2020",6'' Imo River2 - Imo River 1 Bulkline at Odagwa,"Nov 05, 2020",Land,Sabotage,1.0,,"No recoverable oil found, assessment completed on 24 Nov 2022, clean-up and remediation not required, site certification planned to be completed in Mar 2023",-,Download,Download
"Nov 03, 2020",8'' Agbada2 - Nkpoku Pipeline at Rukpokwu,"Nov 04, 2020",Land,Operational,81.0,63.0,"Recovery completed on 07 Nov 2020, assessment completed on 10 Dec 2020, clean-up and remediation completed on 07 Dec 2021, site certified on 24 May 2022, documentation completed on 26 May 2022","The incident cause assessed as impact from an external source was initially deemed to be operational. However, a re-assessment conducted by independent third party inspection specialists, on the incident point, indicated that the source of the impact originated from an unknown third party",Download,Download
"Nov 09, 2020",20'' Trans Escravos Pipeline at Ogidigben,"Nov 11, 2020",Swamp,Sabotage,90.0,84.66,"Recovery completed on 10 Dec 2020, assessment completed on 20 Jun 2022, clean-up and remediation not required, site certification planned to be completed in Dec 2022",-,Download,Download
"Nov 10, 2020","20"" Kolo Creek - Rumuekpe Pipeline at Owerewere","Nov 23, 2020",Land,Sabotage,141.0,126.0,"Recovery completed on 05 Dec 2020, assessment completed on 04 Mar 2021, clean-up and remediation completed on 14 Oct 2022, site certification planned to be completed in Mar 2023",-,Download,Download
"Nov 12, 2020","12"" Imo River 1 to Ogale Pipeline at Umuololo","Nov 14, 2020",Land,Sabotage,2.0,,"No recoverable oil found, assessment completed on 12 May 2021, clean-up and remediation completed on 15 Nov 2021, site certification planned to be completed in Mar 2023",-,Download,Download
"Nov 12, 2020","12"" Imo River 1 - Ogale Pipeline at Okohia","Nov 14, 2020",Land,Sabotage,10.0,7.0,"Recovery completed on 14 Nov 2020, assessment completed on 16 Dec 2020, clean-up and remediation completed on 14 Oct 2022, site certified on 21 Dec 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Nov 14, 2020","18"" Assa to Rumuekpe Pipeline at Akpabu/Elele Alimini","Nov 15, 2020",Land,Sabotage,120.0,70.0,"Recovery completed on 19 Dec 2020, assessment completed on 07 Jan 2022, clean-up and remediation completed on 24 Oct 2022, site certification planned to be completed in Feb 2023",-,Download,Download
"Nov 18, 2020","16"" Nun River - Kolo Creek Pipeline at Otuegwe","Nov 22, 2020",Land,Sabotage,209.0,203.0,"Recovery completed on 10 Feb 2021, assessment completed on 29 Nov 2021, clean-up and remediation completed on 15 Jul 2022, site certified on 16 Jan 2023, documentation planned to be completed in Apr 2023",-,Download,Download
"Nov 18, 2020","14"" Okordia - Rumuekpe Pipeline at Edeoha","Nov 19, 2020",Land,Sabotage,105.0,93.0,"Recovery completed on 13 Dec 2020, assessment completed on 25 Aug 2021, clean-up and remediation completed on 26 May 2022, site certified on 17 Oct 2022, documentation completed on 21 Oct 2022",-,Download,Download
"Nov 20, 2020","24"" Ogale - Bomu Pipeline at Agbeta","Nov 21, 2020",Land,Sabotage,40.0,32.0,"Recovery completed on 22 Nov 2020, assessment completed on 14 May 2021, clean-up and remediation completed on 25 Aug 2022, site certified on 17 Oct 2022, documentation completed on 11 Nov 2022",-,Download,Download
"Nov 21, 2020",Estuary Flowstation Flare at Ogulagha,"Dec 01, 2020",Water,Operational,2.0,,"No recoverable oil found, assessment completed on 24 Apr 2021, clean-up and remediation not required, site certified on 03 Dec 2021, documentation planned to be completed in Mar 2022",Community name 'Ogulagha' was wrongly spelt on JIV report.,Download,Download
"Nov 22, 2020",6'' Seibuo Well 3 & 4 Bulkline at Agbidiama,"Nov 26, 2020",Swamp,Sabotage,63.0,33.0,"Recovery completed on 30 Dec 2020, assessment completed on 25 Sep 2021, clean-up and remediation planned to be completed in Mar 2023",-,Download,Download
"Nov 23, 2020","12"" Imo River 2 to Ogale Pipeline at Umuololo","Nov 24, 2020",Land,Sabotage,2.0,,"No recoverable oil found, assessment completed on 13 Feb 2021, clean-up and remediation completed on 30 Dec 2021, site certification planned to be completed in Jun 2023",-,Download,Download
"Nov 23, 2020","12"" Oguta-Egbema Pipeline at Ukwugba","Nov 25, 2020",Land,Sabotage,19.0,14.0,"Recovery completed on 26 Nov 2020, assessment completed on 10 Jan 2021, clean-up and remediation completed on 04 Feb 2021, site certified on 02 Sep 2022, documentation completed on 17 Feb 2023",-,Download,Download
"Nov 27, 2020",12'' ImoRiver 1-Ogale Pipeline at komkom,"Nov 28, 2020",Land,Sabotage,9.0,,"No recoverable oil found, assessment completed on 11 Oct 2022, clean-up and remediation planned to be completed in Jan 2023",-,Download,Download
"Dec 01, 2020",12'' Forcados Low Pressure Deliveryline at Ogulagha,"Dec 14, 2020",Water,Operational,0.5,,"No recoverable oil found, assessment completed on 23 Mar 2021, clean-up and remediation not required, site certified on 03 Dec 2021, documentation planned to be completed in Mar 2022",Community name 'Ogulagha' was wrongly spelt on JIV report.,Download,Download
"Dec 02, 2020","14"" Okordia-Rumuekpe Pipeline at Rumuekpe (Imogu)","Dec 03, 2020",Land,Sabotage,72.0,,"No recoverable oil found, assessment completed on 21 Jul 2021, clean-up and remediation completed on 28 Oct 2022, site certification planned to be completed in Feb 2023",-,Download,Download
"Dec 03, 2020",6'' Imo River Bulkline at Odagwa,"Dec 07, 2020",Land,Sabotage,0.1,,"No recoverable oil found, assessment completed on 11 Jan 2021, clean-up and remediation completed on 27 May 2021, site certified on 15 Jul 2021, documentation completed on 16 Feb 2022",-,Download,Download
"Dec 10, 2020","8"" Nkali - ImoRiver2 Pipeline at Odagwa","Dec 11, 2020",Land,Sabotage,0.5,,"No recoverable oil found, assessment completed on 11 Feb 2021, clean-up and remediation not required, site certified on 15 Jul 2021, documentation completed on 16 Feb 2022",-,Download,Download
"Dec 13, 2020",Obele Flowstation at Obele,"Dec 14, 2020",Land,Operational,2.0,,"Spill was contained on 12 Dec 2020, no recoverable oil found, assessment completed on 14 Jan 2021, clean-up and remediation completed on 11 Jun 2021, site certified on 14 Jun 2022, documentation completed on 21 Jun 2022",-,Download,Download
"Dec 16, 2020",36'' Nkpoku - Ogale Pipeline at Agbonchia,"Dec 17, 2020",Land,Sabotage,1.0,,"No recoverable oil found, assessment completed on 29 Jun 2021, clean-up and remediation not required, site certified on 15 Jul 2021, documentation completed on 06 Jul 2022",-,Download,Download
"Dec 18, 2020",36'' Nkpoku - Ogale Pipeline at Ogale,"Dec 19, 2020",Land,Sabotage,0.1,,"No recoverable oil found, assessment completed on 21 May 2021, clean-up and remediation not required, site certified on 15 Jul 2021, documentation completed on 28 Feb 2022",-,Download,Download
"Dec 20, 2020","36"" Nkpoku to Ogale Pipeline at Agbonchia","Dec 21, 2020",Land,Sabotage,0.1,,"No recoverable oil found, assessment completed on 21 Dec 2020, clean-up and remediation not required, site certified on 03 Feb 2021, documentation completed on 28 Feb 2022",-,Download,Download
"Dec 20, 2020",14'' Okordia - Rumuekpe Pipeline at Edeoha,"Dec 22, 2020",Land,Sabotage,1.0,1.0,"Recovery completed on 29 Jan 2021, assessment completed on 24 Feb 2021, clean-up and remediation completed on 26 May 2022, site certified on 17 Oct 2022, documentation completed on 21 Oct 2022",-,Download,Download
"Dec 20, 2020",20” KoloCreek - Rumuekpe Pipeline at Owerewere,"Dec 23, 2020",Land,Sabotage,549.0,515.0,"Recovery completed on 03 Feb 2021, assessment completed on 30 Mar 2021, clean-up and remediation completed on 31 May 2022, site certified on 21 Dec 2022, documentation planned to be completed in May 2023",Spill volume adjusted subsequent to JIV based on additional information gained during recovery operations,Download,Download
"Dec 22, 2020",14'' Okordia - Rumuekpe Pipeline at Edeoha,"Dec 22, 2020",Land,Sabotage,2.0,1.0,"Recovery completed on 29 Jan 2021, assessment completed on 24 Feb 2021, clean-up and remediation completed on 26 May 2022, site certified on 17 Oct 2022, documentation completed on 21 Oct 2022",-,Download,Download
"Dec 29, 2020","14"" Okordia - Rumuekpe Pipeline at Akinima","Dec 30, 2020",Land,Sabotage,68.0,66.0,"Recovery completed on 26 Jan 2021, assessment completed on 29 Mar 2022, clean-up and remediation planned to be completed in Mar 2023",-,Download,Download
"Dec 29, 2020",18” Assa - Rumuekpe Pipeline at Ochia,"Dec 31, 2020",Land,Sabotage,171.0,110.0,"Recovery completed on 11 Jan 2021, assessment completed on 30 Apr 2021, clean-up and remediation completed on 11 Feb 2022, site certification planned to be completed in Sep 2023",-,Download,Download
